8.422040000000000429e-03;3.066169739101604619e-01;-3.117586888591540942e-02;-1.090384180439558232e-01;-1.242683683707085894e-02;-3.600123956180734108e-02;-1.592647557885071286e-01;9.438384933916341146e-02;2.576349896682826324e-01;1.281246746491287170e-01;2.872918752059181458e-01;9.440088270647460644e-02;6.722412191579367480e-02;-9.352536221585133758e-02;1.676199753340985588e-01;9.083847965422296722e-02;-8.808268218793979809e-02;-4.826158474407687970e-02;-8.546657008532706698e-03;1.557918353687426094e-01;-2.053361414086627562e-02;-8.288818223389235462e-02;-1.467393568707420388e-02;1.097494980235243093e-03;2.163014991064433346e-01;1.706863851003075083e-02;-1.043292925432433016e-01;2.029607013453313125e-01;-1.847852970396683669e-01;-6.414364978015128782e-02;-1.777381074419855655e-01;1.266734851638549042e-01;-3.270251086802827278e-01;2.164122534321477886e-01;-7.197635686611110473e-02;-1.124638530940053754e-01;1.417451001709743030e-01;-2.982834312345694974e-02;6.485504523869647930e-02;1.384784080379758975e-01;2.510098657315804060e-02;-9.085031250893099708e-02;7.093105849665973239e-02;-1.046146203911801215e-01;2.858916445447005072e-01;-2.741346718000038651e-02;-2.837048816285053787e-01;3.203338623660571816e-02;-2.594406522604749896e-02;3.127481990135655421e-02
7.539198575140980407e-02;-1.117792232483160592e-02;2.167757089153521666e-01;-6.094664887065955050e-02;1.739473545779908203e-01;1.639652037810652996e-01;2.139500438928217951e-01;-1.260450787671331396e-01;-1.373274830130168378e-01;-1.543260116903109602e-01;1.072623534667226791e-02;-8.408798981608536782e-02;1.079063424988253306e-01;-2.024860726489414731e-01;1.358975653717962306e-01;7.381872032880802681e-02;-1.855936175866421678e-01;1.010104318792077877e-01;-2.138669392936548563e-01;1.197816390590703689e-01;1.524787296022315219e-01;-2.741318238238153043e-02;2.532180327723821400e-01;1.118474103176439194e-01;9.680100803612516625e-02;-1.152206005733184303e-02;-7.575284310277224931e-02;-2.210601194465697250e-01;-6.925776283790387178e-02;1.352621208222506977e-01;-5.856934723857069869e-02;7.910371162385629318e-02;1.767465435780748162e-01;9.938486864389511899e-02;-1.226595994653957855e-01;6.448508298336400046e-02;-4.770168178497923711e-02;-8.494666078157049605e-02;-1.912149579670092692e-01;2.453108078514522061e-01;2.357171826682608884e-01;2.541009983919151685e-02;9.591458071403402563e-02;1.359285814866873984e-02;1.655381535385226366e-01;2.689796779965838436e-01;3.378000768661373887e-02;2.153305817813350731e-01;-2.046749529027458436e-02;-1.271917631267508453e-01
5.734597434024842240e-03;2.073929761622463341e-01;1.610930787949461374e-01;-8.300362268508335029e-02;6.056640536330572255e-02;1.323080595092769041e-01;6.729046671426398840e-02;5.318937346336365113e-02;4.330876393983878331e-02;7.686827455114970953e-02;-1.646417085479995879e-01;2.307525403825455290e-01;-4.095209969969109548e-02;1.431766129344834992e-01;-2.942776324812007016e-01;2.129559745465218756e-01;-2.336363229732910940e-01;4.138259328729252534e-02;-4.076079896186169532e-02;5.691037647870788446e-02;8.297091859182952056e-02;-1.798835426374372770e-01;2.463842555922773625e-01;1.301083413080365014e-01;-9.226524424986971840e-02;-1.912624084963483392e-02;-2.566860739736868784e-03;2.048127952629993920e-01;6.778640559773992103e-02;8.812649202289926653e-02;1.177448068005815807e-01;-1.206366935255467621e-01;2.427701312945067941e-02;-3.373629676283882439e-01;-1.730310060053345811e-02;6.448258305876462815e-02;1.233936511680647913e-01;-5.761892797086241857e-03;4.169802567167255752e-02;2.339246216953028146e-03;-1.617546051295183918e-01;2.811440071076658220e-02;2.861802166038631690e-01;-1.442897993324420702e-01;-1.774366380574149415e-02;3.982534682854593777e-02;-1.700207699804974493e-01;-2.163436872075180095e-01;1.344592707700430489e-01;-1.496796921531524660e-01
9.105366119271780800e-02;1.619209102979988768e-01;-2.353107066693947789e-03;-6.787104246617431391e-02;-4.046859813726676192e-02;-5.135091013120399867e-02;1.289808747010972312e-01;5.561030540473702738e-02;-1.283941380842067437e-01;5.129642485550306441e-02;-2.053604893353503935e-01;3.224891889462163097e-01;1.545771828644226797e-01;-1.691964907354034653e-01;-6.227988428110350916e-02;3.482526958586644635e-03;-1.091974563877722154e-01;4.204196571125486635e-03;-6.999818383603131910e-02;-3.302763287045302198e-01;-2.879299226776898049e-02;2.240830233545263173e-01;-8.395027127092705155e-02;-2.272872098760053694e-02;5.815779098252411849e-02;-1.696112855741251924e-01;1.703575130726369541e-02;2.945659099651959933e-01;2.003673131250229833e-01;1.179435344171138600e-01;-1.316820280940076415e-01;1.727835854483989186e-01;-8.386494541330451191e-02;2.329832227454880778e-01;5.831408217829476409e-02;5.556497443613255677e-02;8.351313993677889069e-02;-7.887532812375303015e-02;-1.572543631286645038e-02;1.958906972130118884e-01;1.421588093179077805e-01;-2.482062503021442018e-02;-1.650801893553564825e-02;1.677141273411105749e-01;-2.485897013218824059e-01;7.578308171100286983e-02;1.309435509073640092e-01;-6.586194837623050857e-02;1.511620860724747495e-01;1.716511499019631459e-01
6.725668294463940655e-02;8.933002539234963235e-02;4.398655262006402611e-02;2.650608164877539807e-01;1.121580298520415547e-01;-1.133209606666771563e-01;4.036935892486217398e-02;-1.702249336959187065e-01;1.425775286442359513e-01;2.731914134570054276e-01;1.898423026144173131e-01;9.740862623416578214e-02;6.778563476129306764e-02;-2.168582032022634831e-01;-3.553929368484730067e-01;-3.042470250661621217e-02;2.343176197282440532e-01;-9.736697246234987668e-02;-7.171098143955638958e-03;2.943751875481740582e-03;4.559240141729322543e-02;-4.888443519218615280e-03;1.981452620164880427e-02;-9.835601593716365720e-02;-1.549808941245080507e-01;1.484894179385186919e-01;-1.563996262088868106e-02;7.759369252951571483e-02;2.944774505762489530e-02;-1.089034270206843125e-01;1.126084092858189306e-02;2.271784040879097910e-01;1.551103180235688384e-02;-1.520479875870205666e-01;-7.212245764523672609e-02;-1.736293607778609527e-01;9.754037739486673408e-02;4.761041812847160298e-02;-1.973758378057382246e-01;6.576404823029265156e-02;2.221681179331317646e-01;1.583974385832938592e-01;-2.844780528442327622e-02;-4.089471986226528299e-02;3.396400026289649043e-02;2.952221616157849407e-02;2.382790870947713024e-01;-7.813527032639702719e-02;-1.992883940187089864e-01;-2.262716063689914070e-01
1.960669071727543511e-01;-1.760840758157650732e-01;1.824471004734022628e-01;4.455663498962958435e-02;-9.213059319527691637e-02;-1.091515064200546531e-01;3.477039731132552242e-02;-1.113415833324876703e-01;4.697526502060740683e-03;1.369624385756993967e-01;-5.722301696028882223e-02;8.410268846854113134e-02;1.835023977679627397e-02;1.321482999882891141e-01;6.230227061744864070e-02;1.057765292343987480e-02;-9.954446714373831051e-02;-2.993899746629685721e-02;2.073325179345644753e-01;6.079149897222782539e-02;1.759843042745622421e-01;1.194953951128835679e-01;2.530985421072344810e-01;-1.255309782556571774e-01;-1.177596815852017739e-02;-9.117310752618475178e-02;1.414634132119954590e-01;-1.024349017303682607e-01;1.956159339919775197e-01;-1.163349080419218418e-01;5.911749269990819455e-02;1.176457404899207554e-01;5.596052142482284275e-02;2.282937812332499206e-01;-6.357609618940311680e-02;-2.434225149102346164e-01;2.758267014471748602e-01;2.777529241230803358e-01;2.139091767710763758e-01;-1.611342269963279561e-01;-5.414521736960915127e-02;-2.366408416025053002e-02;-9.753984061367000635e-02;2.435886208629088334e-01;1.004635965962497324e-01;1.341780462364892124e-01;-1.899658828374555242e-01;5.428537588909504441e-02;1.129661849055303147e-01;-1.548459426338641143e-01
2.273805648113376987e-01;-1.693363486697499476e-01;1.648136481583208635e-01;1.320482165239530992e-01;-1.731223431782195343e-01;-9.258612616692482589e-02;-3.028827740429153315e-02;-8.019263007201651167e-03;-7.733144379378756317e-02;-1.514542997992115170e-01;4.391429397074723961e-02;1.043643501162479226e-01;-1.303022310385665988e-02;-1.623945680261157654e-01;-1.025385799130565379e-02;3.613768097905658422e-02;-9.461955867169284662e-02;2.453777795919854787e-01;2.012160471826015817e-01;-2.304003652015698678e-01;1.519848964701638570e-02;-1.783539727957399457e-01;2.877454114582831401e-01;1.293069801113989059e-01;-7.711683022922702357e-02;9.075928442023341314e-02;-1.698854143289764695e-01;1.698769589594348872e-01;-3.370856754604624750e-01;8.488348397726563910e-02;8.493893277694934685e-02;7.546167987802515631e-02;-1.486668119917478603e-01;1.328484080930663058e-01;-1.155947710277690776e-01;1.462726182260104257e-01;-1.737430719246197408e-01;2.113986656374986506e-01;-1.098375322162847313e-02;-1.247775860588481167e-01;-3.853217594982138571e-03;4.833907404670520491e-02;-7.690759667194024818e-02;-4.068406831731898043e-02;-5.500115522807601243e-02;-1.956629224481505613e-01;2.047372418714124218e-02;-8.662242469505795905e-02;-1.808538939687741598e-01;9.450629918943093122e-02
7.563661901985632707e-02;1.720149939600450206e-01;-1.623206608691836195e-01;3.248196447080833882e-02;-6.807366844751562562e-02;3.380843292183693394e-01;8.112279235216224293e-02;2.367428443380562020e-01;-4.757994418085340418e-03;1.567821364887666824e-01;-2.390437873435435345e-01;1.509218912892703601e-01;-2.090718301086569586e-01;2.178825265127297406e-01;6.889433524573118639e-02;1.888492164955086483e-01;-7.926535986280797141e-02;3.617465494095237905e-02;-9.242511562925172230e-02;-2.551480318285851562e-02;-1.377077541695342355e-01;1.163475049074880058e-01;6.856291705248156176e-02;-2.863763528693709370e-02;3.487124352061810994e-03;-6.854831446624201630e-02;7.990741586275552921e-02;-7.456631484323715531e-02;-7.115961455889992238e-02;-1.849056290518055062e-02;-1.479231590185856038e-01;2.291859957526569680e-01;1.192578626434838557e-01;2.813926518876865013e-02;3.074512070241057493e-03;-8.963955880473620241e-02;-1.356435796272514871e-01;9.676149696648128629e-02;-1.346589141690694366e-02;-2.477884734743965867e-01;2.243605481224275611e-01;-3.900559094468392801e-02;-2.082499452487653058e-01;-2.362006500732517222e-01;6.188647640274562434e-02;-8.220481647990622587e-02;5.963315460931726403e-02;1.039220073581411941e-01;-2.593981492685914492e-01;-1.126105972572924163e-01
1.087091553980637643e-01;-3.410619872297482313e-02;1.082875153422296899e-02;2.582220769215827494e-02;4.952041299288541254e-02;6.832710153407736686e-02;2.455825063456877067e-01;2.086952501036691832e-01;3.135742459633346357e-02;-2.072316415192229644e-01;2.393235872018149579e-01;3.118766607199013191e-02;-3.668750772351228595e-02;1.160675060329430797e-01;1.456497487388383749e-01;2.240680817806560421e-01;-7.245157610208309562e-02;-8.786182769911221602e-02;2.513316338087294433e-02;4.695268858481681934e-02;1.287444437706587452e-01;-2.403379032103805657e-02;-2.122333204792592187e-01;-1.860980897278625285e-02;-1.524125185017301265e-01;2.786103858958213220e-01;-8.912235581907443360e-02;2.344204845815041627e-01;2.365132938929481038e-02;-2.538586905385368797e-01;-2.382172068247574714e-02;1.439205780850585092e-01;2.790921178630577648e-01;-1.292385919846474399e-02;-3.158655448798941556e-01;3.025780836328172130e-02;1.305573660381054157e-01;-1.110690074081435164e-01;7.106534124896883575e-02;-2.795881543340193384e-02;-6.576213340874685620e-02;1.843192382429364451e-01;-2.264136636258245322e-02;4.726857836367286125e-02;-1.867064062348603726e-01;-9.905412240158156800e-02;3.552341278456128126e-02;1.737680355839154034e-01;1.331991733025861546e-01;9.787480584147321971e-02
1.289488194952968791e-01;9.557142180452261881e-03;-1.772058875036352371e-02;-1.986732737057917905e-02;2.657351131774119551e-02;-1.632769782484475019e-01;3.093969345582053831e-01;5.294399251627418534e-02;1.410736969676092967e-01;1.211257868499071300e-01;-8.088379404783951898e-02;6.351923474508364142e-02;1.118632316672942689e-01;1.096758716725287353e-01;5.174037879234973103e-02;-2.298944107701802186e-01;-1.400636213478368697e-01;-3.496444016482089245e-02;4.574957435572494895e-03;1.541448233656984024e-01;-9.880788207298840664e-02;-1.854642990159541538e-01;4.305986429696937899e-04;1.061564708774258570e-01;-1.299366610309037606e-01;1.949199822382895186e-01;3.598239851277795220e-01;7.832663301479539375e-02;1.127553876119106735e-01;6.984560653364764449e-02;2.103366692722370146e-01;-7.907175351184311807e-02;-2.229038555669609900e-01;2.691985549192819072e-01;9.198950559654772707e-02;3.982833745141065723e-02;-1.098649896972530432e-01;-1.567266595169691801e-01;-2.161373588370908427e-01;-1.119432152029139899e-01;-1.338569218485411716e-01;1.509699563120247001e-01;-5.792490951717815112e-02;-1.890286954629822047e-01;5.673692373366330532e-02;1.034425907299596353e-01;8.529928565184194400e-02;2.030847520886476520e-01;-2.843346089672734583e-02;4.131172550317053355e-02
