0.0;99.0;3.0528417
0.0;98.0;2.90328161
0.0;97.0;3.05511992
0.0;96.0;3.10112349
0.0;95.0;3.11508914
0.0;94.0;2.66811501
0.0;93.0;2.72636506
0.0;92.0;2.75410328
0.0;91.0;3.07295704
0.0;90.0;2.94169948
0.0;89.0;2.67460992
0.0;88.0;3.12909048
0.0;87.0;3.00108071
0.0;86.0;3.17109724
0.0;85.0;3.2610848
0.0;84.0;3.14055643
0.0;83.0;3.2177477
0.0;82.0;3.00386414
0.0;81.0;3.26507053
0.0;80.0;2.23582472
0.0;79.0;3.25654344
0.0;78.0;3.08372011
0.0;77.0;3.11798193
0.0;76.0;3.21757242
0.0;75.0;2.69685337
0.0;74.0;2.92641906
0.0;73.0;3.4557103
0.0;72.0;3.06528725
0.0;71.0;3.08483199
0.0;70.0;3.34289828
0.0;69.0;3.24643716
0.0;68.0;2.65233442
0.0;67.0;2.7444282
0.0;66.0;3.01937321
0.0;65.0;2.94903796
0.0;64.0;2.73086871
0.0;63.0;3.08999259
0.0;62.0;3.43608227
0.0;61.0;2.8403248
0.0;60.0;2.85570973
0.0;59.0;2.78243966
0.0;58.0;3.09620885
0.0;57.0;2.53464149
0.0;56.0;3.48788169
0.0;55.0;3.21164826
0.0;54.0;3.25014149
0.0;53.0;2.81697314
0.0;52.0;3.05657647
0.0;51.0;3.17677858
0.0;50.0;3.27476363
0.0;49.0;3.05564913
0.0;48.0;3.31093905
0.0;47.0;3.02591455
0.0;46.0;2.80928386
0.0;45.0;3.18304302
0.0;44.0;2.09059526
0.0;43.0;3.31899203
0.0;42.0;3.1896291
0.0;41.0;3.06170694
0.0;40.0;3.56666605
0.0;39.0;3.34531249
0.0;38.0;2.89797379
0.0;37.0;3.00011735
0.0;36.0;3.24113426
0.0;35.0;2.56032561
0.0;34.0;3.18797785
0.0;33.0;2.7840469
0.0;32.0;3.40847031
0.0;31.0;3.00996144
0.0;30.0;3.08336914
0.0;29.0;2.53960845
0.0;28.0;3.10261543
0.0;27.0;3.2195113
0.0;26.0;3.1381786
0.0;25.0;2.89590716
0.0;24.0;3.11993599
0.0;23.0;3.0822233
0.0;22.0;2.63338345
0.0;21.0;3.00435349
0.0;20.0;2.94586237
0.0;19.0;3.00965704
0.0;18.0;3.1462325
0.0;17.0;2.97075424
0.0;16.0;3.03478381
0.0;15.0;3.59843147
0.0;14.0;3.19865702
0.0;13.0;3.33027065
0.0;12.0;3.06319997
0.0;11.0;3.1472791
0.0;10.0;3.21284286
0.0;9.0;2.60686054
0.0;8.0;2.93672278
0.0;7.0;2.81002313
0.0;6.0;3.11759701
0.0;5.0;2.62903492
0.0;4.0;3.63370023
0.0;3.0;3.42227174
0.0;2.0;3.45146346
0.0;1.0;3.07962608
0.0;0.0;4.13781275
1.0;99.0;0.63822153
1.0;98.0;0.89587526
1.0;97.0;0.95621258
1.0;96.0;1.15476849
1.0;95.0;1.40868962
1.0;94.0;1.04366362
1.0;93.0;0.80808138
1.0;92.0;1.90104356
1.0;91.0;0.83467604
1.0;90.0;1.27454079
1.0;89.0;0.80829091
1.0;88.0;0.92960169
1.0;87.0;1.21874243
1.0;86.0;1.37743545
1.0;85.0;1.35194133
1.0;84.0;1.17731199
1.0;83.0;1.64144425
1.0;82.0;1.45914019
1.0;81.0;1.06319016
1.0;80.0;1.36002384
1.0;79.0;1.10801939
1.0;78.0;0.76340484
1.0;77.0;1.26804005
1.0;76.0;1.23327214
1.0;75.0;1.22138026
1.0;74.0;0.78501912
1.0;73.0;1.34482243
1.0;72.0;0.98744149
1.0;71.0;1.31651237
1.0;70.0;1.7515728
1.0;69.0;1.30267397
1.0;68.0;1.97434455
1.0;67.0;1.64106013
1.0;66.0;0.91155964
1.0;65.0;1.27540659
1.0;64.0;1.23251807
1.0;63.0;0.88530345
1.0;62.0;0.9103744
1.0;61.0;1.2366809
1.0;60.0;1.39958454
1.0;59.0;0.9170516
1.0;58.0;1.15905029
1.0;57.0;0.31547277
1.0;56.0;0.82333655
1.0;55.0;1.40141212
1.0;54.0;1.06561657
1.0;53.0;1.15646683
1.0;52.0;1.31145485
1.0;51.0;1.23497366
1.0;50.0;0.81118355
1.0;49.0;1.2813143
1.0;48.0;1.37759897
1.0;47.0;0.78679182
1.0;46.0;1.85769599
1.0;45.0;1.42320639
1.0;44.0;1.14950038
1.0;43.0;1.00564746
1.0;42.0;1.32016112
1.0;41.0;1.1557683
1.0;40.0;1.43791569
1.0;39.0;0.75389166
1.0;38.0;0.81772204
1.0;37.0;0.70703337
1.0;36.0;1.31630231
1.0;35.0;0.80098148
1.0;34.0;0.69157582
1.0;33.0;1.2721965
1.0;32.0;1.62563028
1.0;31.0;1.1200622
1.0;30.0;1.08554337
1.0;29.0;0.94178442
1.0;28.0;1.07808935
1.0;27.0;0.77103929
1.0;26.0;0.97889299
1.0;25.0;0.98200269
1.0;24.0;1.72445246
1.0;23.0;1.70995209
1.0;22.0;1.4668165
1.0;21.0;1.34357726
1.0;20.0;1.46794969
1.0;19.0;1.40840722
1.0;18.0;1.35046252
1.0;17.0;1.40242134
1.0;16.0;1.47333012
1.0;15.0;0.76405351
1.0;14.0;1.81602682
1.0;13.0;1.14791102
1.0;12.0;0.93890965
1.0;11.0;1.30366567
1.0;10.0;1.440575
1.0;9.0;1.41922408
1.0;8.0;1.48259287
1.0;7.0;1.52365246
1.0;6.0;1.35494252
1.0;5.0;1.26101479
1.0;4.0;0.62005958
1.0;3.0;1.37003914
1.0;2.0;1.03828062
1.0;1.0;2.57025431
1.0;0.0;1e-08
2.0;99.0;0.68388709
2.0;98.0;0.61989771
2.0;97.0;1.18645613
2.0;96.0;0.66230928
2.0;95.0;0.84796194
2.0;94.0;0.69607487
2.0;93.0;0.94101912
2.0;92.0;0.35873945
2.0;91.0;0.69888556
2.0;90.0;1.20838994
2.0;89.0;0.26697291
2.0;88.0;0.64502013
2.0;87.0;0.47745383
2.0;86.0;1.12865407
2.0;85.0;0.29904003
2.0;84.0;0.71044208
2.0;83.0;1.13390989
2.0;82.0;0.76498173
2.0;81.0;0.09507278
2.0;80.0;1.07302397
2.0;79.0;0.97204147
2.0;78.0;0.41634782
2.0;77.0;0.47159809
2.0;76.0;0.72484489
2.0;75.0;0.62522348
2.0;74.0;1.06663943
2.0;73.0;0.39011064
2.0;72.0;0.46852233
2.0;71.0;0.80277997
2.0;70.0;0.09536
2.0;69.0;0.99631285
2.0;68.0;0.72869884
2.0;67.0;0.39209457
